Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/10000 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [64, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [64, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 32%|███▏      | 3199/10000 [1:38:29<3:16:55,  1.74s/it]
total loss: 10.817660875320435 | trans loss: 10.817660875320435
total loss: 4.088295240402221 | trans loss: 4.088295240402221
total loss: 4.151375484466553 | trans loss: 4.151375484466553
total loss: 4.1065385222435 | trans loss: 4.1065385222435
total loss: 4.099847187995911 | trans loss: 4.099847187995911
total loss: 4.094599854946137 | trans loss: 4.094599854946137
total loss: 4.127564725875854 | trans loss: 4.127564725875854
total loss: 4.092805557250976 | trans loss: 4.092805557250976
total loss: 4.18628226518631 | trans loss: 4.18628226518631
total loss: 4.0580335402488705 | trans loss: 4.0580335402488705
total loss: 4.11621196269989 | trans loss: 4.11621196269989
total loss: 4.150435917377472 | trans loss: 4.150435917377472
total loss: 4.151898913383484 | trans loss: 4.151898913383484
total loss: 4.111051652431488 | trans loss: 4.111051652431488
total loss: 4.059672167301178 | trans loss: 4.059672167301178
total loss: 4.092900648117065 | trans loss: 4.092900648117065
total loss: 4.122218947410584 | trans loss: 4.122218947410584
total loss: 4.084508140087127 | trans loss: 4.084508140087127
total loss: 4.082708818912506 | trans loss: 4.082708818912506
total loss: 4.073228135108947 | trans loss: 4.073228135108947
total loss: 4.0725501036643985 | trans loss: 4.0725501036643985
total loss: 4.0710058236122135 | trans loss: 4.0710058236122135
total loss: 4.072422494888306 | trans loss: 4.072422494888306
total loss: 4.081000893115998 | trans loss: 4.081000893115998
total loss: 4.150332188606262 | trans loss: 4.150332188606262
total loss: 4.081892075538636 | trans loss: 4.081892075538636
total loss: 4.083927693367005 | trans loss: 4.083927693367005
total loss: 4.099232313632965 | trans loss: 4.099232313632965
total loss: 4.143963367938995 | trans loss: 4.143963367938995
total loss: 4.040507638454438 | trans loss: 4.040507638454438
total loss: 4.1240385627746585 | trans loss: 4.1240385627746585
total loss: 4.098193380832672 | trans loss: 4.098193380832672
total loss: 4.081468968391419 | trans loss: 4.081468968391419
total loss: 4.131578786373138 | trans loss: 4.131578786373138
total loss: 4.063191056251526 | trans loss: 4.063191056251526
total loss: 4.0162121462821965 | trans loss: 4.0162121462821965
total loss: 4.122872817516327 | trans loss: 4.122872817516327
total loss: 4.089641745090485 | trans loss: 4.089641745090485
total loss: 4.13582044839859 | trans loss: 4.13582044839859
total loss: 4.12172993183136 | trans loss: 4.12172993183136
total loss: 4.104465675354004 | trans loss: 4.104465675354004
total loss: 4.107569878101349 | trans loss: 4.107569878101349
total loss: 4.11128669500351 | trans loss: 4.11128669500351
total loss: 4.088247175216675 | trans loss: 4.088247175216675
total loss: 4.123367068767547 | trans loss: 4.123367068767547
total loss: 4.114881274700164 | trans loss: 4.114881274700164
total loss: 4.12584712266922 | trans loss: 4.12584712266922
total loss: 4.14114218711853 | trans loss: 4.14114218711853
total loss: 4.135554430484771 | trans loss: 4.135554430484771
total loss: 4.148366911411285 | trans loss: 4.148366911411285
total loss: 4.087510900497437 | trans loss: 4.087510900497437
total loss: 4.066592869758606 | trans loss: 4.066592869758606
total loss: 4.00088065624237 | trans loss: 4.00088065624237
total loss: 4.029758327007293 | trans loss: 4.029758327007293
total loss: 4.106975908279419 | trans loss: 4.106975908279419
total loss: 4.134825263023377 | trans loss: 4.134825263023377
total loss: 4.086810464859009 | trans loss: 4.086810464859009
total loss: 4.107073545455933 | trans loss: 4.107073545455933
total loss: 4.055923607349396 | trans loss: 4.055923607349396
total loss: 4.050286536216736 | trans loss: 4.050286536216736
total loss: 4.0781593728065495 | trans loss: 4.0781593728065495
total loss: 4.089890038967132 | trans loss: 4.089890038967132
total loss: 3.997591462135315 | trans loss: 3.997591462135315
total loss: 4.0663706803321835 | trans loss: 4.0663706803321835
total loss: 4.11511344909668 | trans loss: 4.11511344909668
total loss: 4.114356100559235 | trans loss: 4.114356100559235
total loss: 4.122823932170868 | trans loss: 4.122823932170868
total loss: 4.027263715267181 | trans loss: 4.027263715267181
total loss: 4.100643925666809 | trans loss: 4.100643925666809
total loss: 4.0694469809532166 | trans loss: 4.0694469809532166
total loss: 4.086551780700684 | trans loss: 4.086551780700684
total loss: 4.059936087131501 | trans loss: 4.059936087131501
total loss: 4.063131828308105 | trans loss: 4.063131828308105
total loss: 4.082364637851715 | trans loss: 4.082364637851715
{'lr': np.float64(6.125298413017471e-05),
 'total_loss': np.float64(4.096053521704674),
 'trans_loss': np.float64(4.096053521704674)}
Rank [0], Epoch [5]: Training on train dataset
 32%|███▏      | 3199/10000 [1:33:21<3:36:51,  1.91s/it]
total loss: 4.142868092060089 | trans loss: 4.142868092060089
total loss: 4.065685789585114 | trans loss: 4.065685789585114
total loss: 4.077037696838379 | trans loss: 4.077037696838379
total loss: 4.05606920003891 | trans loss: 4.05606920003891
total loss: 4.061952893733978 | trans loss: 4.061952893733978
total loss: 4.131422894001007 | trans loss: 4.131422894001007
total loss: 4.048747746944428 | trans loss: 4.048747746944428
total loss: 4.06201319694519 | trans loss: 4.06201319694519
total loss: 4.0951971387863155 | trans loss: 4.0951971387863155
total loss: 4.09206520318985 | trans loss: 4.09206520318985
total loss: 4.032653622627258 | trans loss: 4.032653622627258
total loss: 4.024065392017365 | trans loss: 4.024065392017365
total loss: 4.0333211755752565 | trans loss: 4.0333211755752565
total loss: 4.121878199577331 | trans loss: 4.121878199577331
total loss: 4.05872257232666 | trans loss: 4.05872257232666
total loss: 4.076756982803345 | trans loss: 4.076756982803345
total loss: 4.083799114227295 | trans loss: 4.083799114227295
total loss: 4.070871951580048 | trans loss: 4.070871951580048
total loss: 4.090365476608277 | trans loss: 4.090365476608277
total loss: 4.030067751407623 | trans loss: 4.030067751407623
total loss: 4.029391398429871 | trans loss: 4.029391398429871
total loss: 4.109256138801575 | trans loss: 4.109256138801575
total loss: 4.126350791454315 | trans loss: 4.126350791454315
total loss: 4.120531949996948 | trans loss: 4.120531949996948
total loss: 4.0811952376365666 | trans loss: 4.0811952376365666
total loss: 4.094125587940216 | trans loss: 4.094125587940216
total loss: 4.07431842803955 | trans loss: 4.07431842803955
total loss: 4.044993085861206 | trans loss: 4.044993085861206
total loss: 4.060763657093048 | trans loss: 4.060763657093048
total loss: 4.049526054859161 | trans loss: 4.049526054859161
total loss: 4.092139616012573 | trans loss: 4.092139616012573
total loss: 4.061194605827332 | trans loss: 4.061194605827332
total loss: 4.0171010875701905 | trans loss: 4.0171010875701905
total loss: 4.055520076751709 | trans loss: 4.055520076751709
total loss: 4.092531850337982 | trans loss: 4.092531850337982
total loss: 4.06986095905304 | trans loss: 4.06986095905304
total loss: 4.055608797073364 | trans loss: 4.055608797073364
total loss: 4.035491740703582 | trans loss: 4.035491740703582
total loss: 4.089886548519135 | trans loss: 4.089886548519135
total loss: 4.092870349884033 | trans loss: 4.092870349884033
total loss: 4.046805844306946 | trans loss: 4.046805844306946
total loss: 4.09158294916153 | trans loss: 4.09158294916153
total loss: 4.093061130046845 | trans loss: 4.093061130046845
total loss: 4.0972286057472225 | trans loss: 4.0972286057472225
total loss: 4.133238787651062 | trans loss: 4.133238787651062
total loss: 4.059668140411377 | trans loss: 4.059668140411377
total loss: 4.094131305217743 | trans loss: 4.094131305217743
total loss: 4.046851387023926 | trans loss: 4.046851387023926
total loss: 4.0976194524765015 | trans loss: 4.0976194524765015
total loss: 4.054287128448486 | trans loss: 4.054287128448486
total loss: 4.117487297058106 | trans loss: 4.117487297058106
total loss: 4.080836977958679 | trans loss: 4.080836977958679
total loss: 4.102743518352509 | trans loss: 4.102743518352509
total loss: 4.063046140670776 | trans loss: 4.063046140670776
total loss: 4.082207224369049 | trans loss: 4.082207224369049
total loss: 4.043690130710602 | trans loss: 4.043690130710602
total loss: 4.069772832393646 | trans loss: 4.069772832393646
total loss: 4.058472874164582 | trans loss: 4.058472874164582
total loss: 4.054141850471496 | trans loss: 4.054141850471496
total loss: 4.066880331039429 | trans loss: 4.066880331039429
total loss: 4.047866849899292 | trans loss: 4.047866849899292
total loss: 4.057645606994629 | trans loss: 4.057645606994629
total loss: 4.030149438381195 | trans loss: 4.030149438381195
total loss: 4.1043576955795285 | trans loss: 4.1043576955795285
total loss: 4.064806807041168 | trans loss: 4.064806807041168
total loss: 4.038028903007508 | trans loss: 4.038028903007508
total loss: 4.042274823188782 | trans loss: 4.042274823188782
total loss: 4.103586394786834 | trans loss: 4.103586394786834
total loss: 4.075838513374329 | trans loss: 4.075838513374329
total loss: 4.034978721141815 | trans loss: 4.034978721141815
total loss: 4.084132542610169 | trans loss: 4.084132542610169
total loss: 4.099914934635162 | trans loss: 4.099914934635162
total loss: 4.036030299663544 | trans loss: 4.036030299663544
total loss: 4.105393295288086 | trans loss: 4.105393295288086
total loss: 3.991523003578186 | trans loss: 3.991523003578186
total loss: 4.062000725269318 | trans loss: 4.062000725269318
total loss: 4.094226357936859 | trans loss: 4.094226357936859
total loss: 4.08078617811203 | trans loss: 4.08078617811203
total loss: 4.024264104366303 | trans loss: 4.024264104366303
total loss: 4.109337668418885 | trans loss: 4.109337668418885
total loss: 4.050171160697937 | trans loss: 4.050171160697937
total loss: 4.051685631275177 | trans loss: 4.051685631275177
total loss: 4.042710192203522 | trans loss: 4.042710192203522
total loss: 4.0484467482566835 | trans loss: 4.0484467482566835
total loss: 4.094851384162903 | trans loss: 4.094851384162903
total loss: 4.034948515892029 | trans loss: 4.034948515892029
total loss: 4.043225917816162 | trans loss: 4.043225917816162
total loss: 4.011408853530884 | trans loss: 4.011408853530884
total loss: 4.080244488716126 | trans loss: 4.080244488716126
total loss: 4.039390020370483 | trans loss: 4.039390020370483
total loss: 4.053936388492584 | trans loss: 4.053936388492584
total loss: 4.065001969337463 | trans loss: 4.065001969337463
total loss: 3.997860391139984 | trans loss: 3.997860391139984
total loss: 4.070715961456298 | trans loss: 4.070715961456298
total loss: 4.057147784233093 | trans loss: 4.057147784233093
total loss: 4.023728704452514 | trans loss: 4.023728704452514
total loss: 4.1088693237304685 | trans loss: 4.1088693237304685
total loss: 4.021091732978821 | trans loss: 4.021091732978821
total loss: 4.097635889053345 | trans loss: 4.097635889053345
total loss: 4.050821373462677 | trans loss: 4.050821373462677
{'lr': np.float64(4.586000070116006e-05),
 'total_loss': np.float64(4.067930092549324),
 'trans_loss': np.float64(4.067930092549324)}
Rank [0], Epoch [6]: Training on train dataset
 32%|███▏      | 3199/10000 [1:36:28<3:09:57,  1.68s/it]
total loss: 4.061858537197113 | trans loss: 4.061858537197113
total loss: 4.047364342212677 | trans loss: 4.047364342212677
total loss: 4.045238134860992 | trans loss: 4.045238134860992
total loss: 4.061475665569305 | trans loss: 4.061475665569305
total loss: 4.038683116436005 | trans loss: 4.038683116436005
total loss: 4.073974509239196 | trans loss: 4.073974509239196
total loss: 4.011093144416809 | trans loss: 4.011093144416809
total loss: 4.086191339492798 | trans loss: 4.086191339492798
total loss: 4.060544664859772 | trans loss: 4.060544664859772
total loss: 4.055707659721374 | trans loss: 4.055707659721374
total loss: 4.025947785377502 | trans loss: 4.025947785377502
total loss: 4.02972261428833 | trans loss: 4.02972261428833
total loss: 4.061037218570709 | trans loss: 4.061037218570709
total loss: 4.070083451271057 | trans loss: 4.070083451271057
total loss: 4.045493524074555 | trans loss: 4.045493524074555
total loss: 4.000932438373566 | trans loss: 4.000932438373566
total loss: 4.009403648376465 | trans loss: 4.009403648376465
total loss: 4.082055172920227 | trans loss: 4.082055172920227
total loss: 4.080630412101746 | trans loss: 4.080630412101746
total loss: 4.042052407264709 | trans loss: 4.042052407264709
total loss: 4.095830001831055 | trans loss: 4.095830001831055
total loss: 4.094050891399384 | trans loss: 4.094050891399384
total loss: 4.117034244537353 | trans loss: 4.117034244537353
total loss: 4.072293510437012 | trans loss: 4.072293510437012
total loss: 4.041796071529388 | trans loss: 4.041796071529388
total loss: 3.9582210874557493 | trans loss: 3.9582210874557493
total loss: 4.056968123912811 | trans loss: 4.056968123912811
total loss: 4.076434710025787 | trans loss: 4.076434710025787
total loss: 4.066698536872864 | trans loss: 4.066698536872864
total loss: 4.071584463119507 | trans loss: 4.071584463119507
total loss: 4.0172619223594666 | trans loss: 4.0172619223594666
total loss: 4.056370458602905 | trans loss: 4.056370458602905
total loss: 4.0495037317276 | trans loss: 4.0495037317276
total loss: 4.036425614356995 | trans loss: 4.036425614356995
total loss: 4.045670518875122 | trans loss: 4.045670518875122
total loss: 4.088652584552765 | trans loss: 4.088652584552765
total loss: 4.043390669822693 | trans loss: 4.043390669822693
total loss: 4.079305462837219 | trans loss: 4.079305462837219
total loss: 4.037190432548523 | trans loss: 4.037190432548523
total loss: 4.031914851665497 | trans loss: 4.031914851665497
total loss: 4.045620691776276 | trans loss: 4.045620691776276
total loss: 4.032635943889618 | trans loss: 4.032635943889618
total loss: 4.050872101783752 | trans loss: 4.050872101783752
total loss: 4.113709323406219 | trans loss: 4.113709323406219
total loss: 4.0609469318389895 | trans loss: 4.0609469318389895
total loss: 4.049449582099914 | trans loss: 4.049449582099914
total loss: 4.006569654941559 | trans loss: 4.006569654941559
total loss: 4.064041383266449 | trans loss: 4.064041383266449
total loss: 4.103884379863739 | trans loss: 4.103884379863739
total loss: 4.033443953990936 | trans loss: 4.033443953990936
total loss: 4.00462904214859 | trans loss: 4.00462904214859
total loss: 4.021524105072022 | trans loss: 4.021524105072022
total loss: 4.056650834083557 | trans loss: 4.056650834083557
total loss: 4.066432662010193 | trans loss: 4.066432662010193
total loss: 4.032809159755707 | trans loss: 4.032809159755707
total loss: 4.066239085197449 | trans loss: 4.066239085197449
total loss: 4.068162279129028 | trans loss: 4.068162279129028
total loss: 4.0182003402709965 | trans loss: 4.0182003402709965
total loss: 4.0449193000793455 | trans loss: 4.0449193000793455
total loss: 4.053012902736664 | trans loss: 4.053012902736664
total loss: 4.067879369258881 | trans loss: 4.067879369258881
total loss: 4.067666206359863 | trans loss: 4.067666206359863
total loss: 4.004957158565521 | trans loss: 4.004957158565521
total loss: 4.0416782855987545 | trans loss: 4.0416782855987545
total loss: 4.061092593669891 | trans loss: 4.061092593669891
total loss: 4.033568150997162 | trans loss: 4.033568150997162
total loss: 4.0775856280326845 | trans loss: 4.0775856280326845
total loss: 4.039494688510895 | trans loss: 4.039494688510895
total loss: 4.064596266746521 | trans loss: 4.064596266746521
total loss: 4.10044605255127 | trans loss: 4.10044605255127
total loss: 4.031044425964356 | trans loss: 4.031044425964356
total loss: 4.0076161170005795 | trans loss: 4.0076161170005795
total loss: 4.051225740909576 | trans loss: 4.051225740909576
total loss: 4.042419610023498 | trans loss: 4.042419610023498
total loss: 4.035324702262878 | trans loss: 4.035324702262878
total loss: 3.996177542209625 | trans loss: 3.996177542209625
total loss: 4.104188594818115 | trans loss: 4.104188594818115
total loss: 3.988143084049225 | trans loss: 3.988143084049225
total loss: 4.022837047576904 | trans loss: 4.022837047576904
total loss: 4.0235829305648805 | trans loss: 4.0235829305648805
total loss: 4.043211994171142 | trans loss: 4.043211994171142
total loss: 4.111532323360443 | trans loss: 4.111532323360443
total loss: 4.090438818931579 | trans loss: 4.090438818931579
total loss: 4.024436976909637 | trans loss: 4.024436976909637
total loss: 4.078989567756653 | trans loss: 4.078989567756653
total loss: 4.068805093765259 | trans loss: 4.068805093765259
total loss: 4.06052286863327 | trans loss: 4.06052286863327
total loss: 4.020062816143036 | trans loss: 4.020062816143036
total loss: 4.04242182970047 | trans loss: 4.04242182970047
total loss: 4.088018379211426 | trans loss: 4.088018379211426
total loss: 4.050979330539703 | trans loss: 4.050979330539703
total loss: 4.002404897212982 | trans loss: 4.002404897212982
total loss: 4.014006321430206 | trans loss: 4.014006321430206
total loss: 4.112861371040344 | trans loss: 4.112861371040344
total loss: 4.042897114753723 | trans loss: 4.042897114753723
total loss: 4.027603788375854 | trans loss: 4.027603788375854
total loss: 4.038657720088959 | trans loss: 4.038657720088959
total loss: 4.044124464988709 | trans loss: 4.044124464988709
total loss: 4.029011998176575 | trans loss: 4.029011998176575
total loss: 4.076699097156524 | trans loss: 4.076699097156524
{'lr': np.float64(3.092121273229023e-05),
 'total_loss': np.float64(4.050490523004532),
 'trans_loss': np.float64(4.050490523004532)}
Rank [0], Epoch [7]: Training on train dataset
 32%|███▏      | 3199/10000 [1:34:45<3:15:04,  1.72s/it]
total loss: 4.053372621536255 | trans loss: 4.053372621536255
total loss: 4.070579791069031 | trans loss: 4.070579791069031
total loss: 4.024410638809204 | trans loss: 4.024410638809204
total loss: 4.039240772724152 | trans loss: 4.039240772724152
total loss: 4.0538900136947635 | trans loss: 4.0538900136947635
total loss: 4.031051898002625 | trans loss: 4.031051898002625
total loss: 4.052645354270935 | trans loss: 4.052645354270935
total loss: 4.042119128704071 | trans loss: 4.042119128704071
total loss: 4.036676306724548 | trans loss: 4.036676306724548
total loss: 4.061018435955048 | trans loss: 4.061018435955048
total loss: 4.069995377063751 | trans loss: 4.069995377063751
total loss: 4.079321613311768 | trans loss: 4.079321613311768
total loss: 4.087545778751373 | trans loss: 4.087545778751373
total loss: 4.026680309772491 | trans loss: 4.026680309772491
total loss: 4.011013190746308 | trans loss: 4.011013190746308
total loss: 4.052877621650696 | trans loss: 4.052877621650696
total loss: 4.063655836582184 | trans loss: 4.063655836582184
total loss: 4.041582019329071 | trans loss: 4.041582019329071
total loss: 4.031006333827972 | trans loss: 4.031006333827972
total loss: 4.039974691867829 | trans loss: 4.039974691867829
total loss: 4.035610945224762 | trans loss: 4.035610945224762
total loss: 4.064773640632629 | trans loss: 4.064773640632629
total loss: 4.053679385185242 | trans loss: 4.053679385185242
total loss: 4.032911138534546 | trans loss: 4.032911138534546
total loss: 4.026028559207917 | trans loss: 4.026028559207917
total loss: 4.084775626659393 | trans loss: 4.084775626659393
total loss: 4.0439376091957095 | trans loss: 4.0439376091957095
total loss: 4.103120148181915 | trans loss: 4.103120148181915
total loss: 4.065458645820618 | trans loss: 4.065458645820618
total loss: 4.0034400081634525 | trans loss: 4.0034400081634525
total loss: 4.017286107540131 | trans loss: 4.017286107540131
total loss: 4.051603212356567 | trans loss: 4.051603212356567
total loss: 4.053801760673523 | trans loss: 4.053801760673523
total loss: 4.0237682652473445 | trans loss: 4.0237682652473445
total loss: 4.028420383930206 | trans loss: 4.028420383930206
total loss: 4.046071317195892 | trans loss: 4.046071317195892
total loss: 4.078267006874085 | trans loss: 4.078267006874085
total loss: 4.077445344924927 | trans loss: 4.077445344924927
total loss: 4.064016692638397 | trans loss: 4.064016692638397
total loss: 4.054690582752228 | trans loss: 4.054690582752228
total loss: 4.03930082321167 | trans loss: 4.03930082321167
total loss: 4.027557005882263 | trans loss: 4.027557005882263
total loss: 3.9802556943893435 | trans loss: 3.9802556943893435
total loss: 4.024057638645172 | trans loss: 4.024057638645172
total loss: 4.042638850212097 | trans loss: 4.042638850212097
total loss: 4.011510784626007 | trans loss: 4.011510784626007
total loss: 4.094452950954437 | trans loss: 4.094452950954437
total loss: 4.022254221439361 | trans loss: 4.022254221439361
total loss: 4.024501121044159 | trans loss: 4.024501121044159
total loss: 4.097886343002319 | trans loss: 4.097886343002319
total loss: 4.010551187992096 | trans loss: 4.010551187992096
total loss: 4.047980399131775 | trans loss: 4.047980399131775
total loss: 4.028799016475677 | trans loss: 4.028799016475677
total loss: 4.047036535739899 | trans loss: 4.047036535739899
total loss: 4.040535538196564 | trans loss: 4.040535538196564
total loss: 4.106317245960236 | trans loss: 4.106317245960236
total loss: 4.058608102798462 | trans loss: 4.058608102798462
total loss: 4.0240577030181885 | trans loss: 4.0240577030181885
total loss: 3.992632031440735 | trans loss: 3.992632031440735
total loss: 3.976021502017975 | trans loss: 3.976021502017975
total loss: 3.996688644886017 | trans loss: 3.996688644886017
total loss: 4.000694110393524 | trans loss: 4.000694110393524
total loss: 4.042616503238678 | trans loss: 4.042616503238678
total loss: 4.012940261363983 | trans loss: 4.012940261363983
total loss: 4.031668486595154 | trans loss: 4.031668486595154
total loss: 4.039194161891937 | trans loss: 4.039194161891937
total loss: 4.072366740703583 | trans loss: 4.072366740703583
total loss: 4.073933832645416 | trans loss: 4.073933832645416
total loss: 4.038809406757355 | trans loss: 4.038809406757355
total loss: 3.9842405128479004 | trans loss: 3.9842405128479004
total loss: 4.04059205532074 | trans loss: 4.04059205532074
total loss: 4.053319644927979 | trans loss: 4.053319644927979
total loss: 4.013311269283295 | trans loss: 4.013311269283295
total loss: 4.0119864678382875 | trans loss: 4.0119864678382875
total loss: 4.022091689109803 | trans loss: 4.022091689109803
total loss: 4.021540219783783 | trans loss: 4.021540219783783
total loss: 4.0297035264968875 | trans loss: 4.0297035264968875
total loss: 4.078333423137665 | trans loss: 4.078333423137665
total loss: 4.06397774219513 | trans loss: 4.06397774219513
total loss: 4.021221413612365 | trans loss: 4.021221413612365
total loss: 4.060149998664856 | trans loss: 4.060149998664856
total loss: 3.987613813877106 | trans loss: 3.987613813877106
total loss: 4.0039276695251464 | trans loss: 4.0039276695251464
total loss: 4.036963877677917 | trans loss: 4.036963877677917
total loss: 4.042736165523529 | trans loss: 4.042736165523529
total loss: 4.061146221160889 | trans loss: 4.061146221160889
total loss: 4.000071828365326 | trans loss: 4.000071828365326
total loss: 4.073432550430298 | trans loss: 4.073432550430298
total loss: 3.990748891830444 | trans loss: 3.990748891830444
total loss: 4.012617962360382 | trans loss: 4.012617962360382
total loss: 4.029272816181183 | trans loss: 4.029272816181183
total loss: 4.0010027551651 | trans loss: 4.0010027551651
total loss: 4.0506105446815495 | trans loss: 4.0506105446815495
total loss: 4.038977587223053 | trans loss: 4.038977587223053
total loss: 4.0241320919990535 | trans loss: 4.0241320919990535
total loss: 4.0795345211029055 | trans loss: 4.0795345211029055
total loss: 4.00688668012619 | trans loss: 4.00688668012619
total loss: 4.087665328979492 | trans loss: 4.087665328979492
total loss: 4.045161166191101 | trans loss: 4.045161166191101
total loss: 4.038180668354034 | trans loss: 4.038180668354034
{'lr': np.float64(1.7898932874616162e-05),
 'total_loss': np.float64(4.03994782063961),
 'trans_loss': np.float64(4.03994782063961)}
Rank [0], Epoch [8]: Training on train dataset
 32%|███▏      | 3199/10000 [1:32:51<3:07:30,  1.65s/it]
total loss: 4.039900050163269 | trans loss: 4.039900050163269
total loss: 3.965023617744446 | trans loss: 3.965023617744446
total loss: 4.044110777378083 | trans loss: 4.044110777378083
total loss: 4.067016725540161 | trans loss: 4.067016725540161
total loss: 4.026557824611664 | trans loss: 4.026557824611664
total loss: 4.072254889011383 | trans loss: 4.072254889011383
total loss: 4.045059504508973 | trans loss: 4.045059504508973
total loss: 4.008510849475861 | trans loss: 4.008510849475861
total loss: 4.119866836071014 | trans loss: 4.119866836071014
total loss: 4.0365771436691285 | trans loss: 4.0365771436691285
total loss: 4.0152904057502745 | trans loss: 4.0152904057502745
total loss: 4.030769348144531 | trans loss: 4.030769348144531
total loss: 4.055273063182831 | trans loss: 4.055273063182831
total loss: 4.007045929431915 | trans loss: 4.007045929431915
total loss: 4.031950678825378 | trans loss: 4.031950678825378
total loss: 4.0459079384803776 | trans loss: 4.0459079384803776
total loss: 4.019044864177704 | trans loss: 4.019044864177704
total loss: 4.032887263298035 | trans loss: 4.032887263298035
total loss: 4.055188519954681 | trans loss: 4.055188519954681
total loss: 4.0061448645591735 | trans loss: 4.0061448645591735
total loss: 4.011503880023956 | trans loss: 4.011503880023956
total loss: 4.013782272338867 | trans loss: 4.013782272338867
total loss: 4.037405247688294 | trans loss: 4.037405247688294
total loss: 4.049775426387787 | trans loss: 4.049775426387787
total loss: 4.006522772312164 | trans loss: 4.006522772312164
total loss: 4.025456449985504 | trans loss: 4.025456449985504
total loss: 4.036183176040649 | trans loss: 4.036183176040649
total loss: 4.064905753135681 | trans loss: 4.064905753135681
total loss: 4.085865399837494 | trans loss: 4.085865399837494
total loss: 4.055499472618103 | trans loss: 4.055499472618103
total loss: 4.051576356887818 | trans loss: 4.051576356887818
total loss: 4.0269464635849 | trans loss: 4.0269464635849
total loss: 4.019849767684937 | trans loss: 4.019849767684937
total loss: 4.034994609355927 | trans loss: 4.034994609355927
total loss: 4.040404145717621 | trans loss: 4.040404145717621
total loss: 4.018178317546845 | trans loss: 4.018178317546845
total loss: 4.022735397815705 | trans loss: 4.022735397815705
total loss: 4.034826762676239 | trans loss: 4.034826762676239
total loss: 4.0274771475791935 | trans loss: 4.0274771475791935
total loss: 3.9961628985404967 | trans loss: 3.9961628985404967
total loss: 4.020396842956543 | trans loss: 4.020396842956543
total loss: 4.044487221240997 | trans loss: 4.044487221240997
total loss: 4.059245789051056 | trans loss: 4.059245789051056
total loss: 4.00674025297165 | trans loss: 4.00674025297165
total loss: 4.019614341259003 | trans loss: 4.019614341259003
total loss: 4.036563980579376 | trans loss: 4.036563980579376
total loss: 4.01330203294754 | trans loss: 4.01330203294754
total loss: 3.9960058093070985 | trans loss: 3.9960058093070985
total loss: 4.010042684078217 | trans loss: 4.010042684078217
total loss: 3.998082664012909 | trans loss: 3.998082664012909
total loss: 4.025339839458465 | trans loss: 4.025339839458465
total loss: 4.0723596596717835 | trans loss: 4.0723596596717835
total loss: 4.047858743667603 | trans loss: 4.047858743667603
total loss: 4.033764736652374 | trans loss: 4.033764736652374
total loss: 4.053657114505768 | trans loss: 4.053657114505768
total loss: 4.047403621673584 | trans loss: 4.047403621673584
total loss: 4.050392479896545 | trans loss: 4.050392479896545
total loss: 4.018838365077972 | trans loss: 4.018838365077972
total loss: 4.015827941894531 | trans loss: 4.015827941894531
total loss: 3.9953934931755066 | trans loss: 3.9953934931755066
total loss: 4.05199095249176 | trans loss: 4.05199095249176
total loss: 4.064857721328735 | trans loss: 4.064857721328735
total loss: 4.009040837287903 | trans loss: 4.009040837287903
total loss: 4.065472333431244 | trans loss: 4.065472333431244
total loss: 4.0503022933006285 | trans loss: 4.0503022933006285
total loss: 3.997293691635132 | trans loss: 3.997293691635132
total loss: 4.070727643966674 | trans loss: 4.070727643966674
total loss: 4.002111866474151 | trans loss: 4.002111866474151
total loss: 3.9977155256271364 | trans loss: 3.9977155256271364
total loss: 4.0361228275299075 | trans loss: 4.0361228275299075
total loss: 4.056858677864074 | trans loss: 4.056858677864074
total loss: 4.01345283985138 | trans loss: 4.01345283985138
total loss: 4.064536945819855 | trans loss: 4.064536945819855
total loss: 4.0687856769561765 | trans loss: 4.0687856769561765
total loss: 4.060638833045959 | trans loss: 4.060638833045959
total loss: 4.027794826030731 | trans loss: 4.027794826030731
total loss: 4.032393009662628 | trans loss: 4.032393009662628
total loss: 4.029278531074524 | trans loss: 4.029278531074524
