Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/10208 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [36, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [36, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 31%|███▏      | 3199/10208 [59:40<2:12:51,  1.14s/it]
total loss: 25.159971504211427 | trans loss: 10.815764493942261
 'total_loss': np.float64(4.307270287112757),
 'trans_loss': np.float64(3.7877174741048423)}
Rank [0], Epoch [4]: Training on train dataset
 31%|███▏      | 3199/10208 [59:36<2:10:56,  1.12s/it]
total loss: 4.213467562198639 | trans loss: 3.7523518204689026
total loss: 4.265061731338501 | trans loss: 3.763361177444458
total loss: 4.224109122753143 | trans loss: 3.75997092962265
total loss: 4.242230958938599 | trans loss: 3.761920909881592
total loss: 4.215056855678558 | trans loss: 3.7577165579795837
total loss: 4.233532042503357 | trans loss: 3.760569279193878
total loss: 4.267700941562652 | trans loss: 3.7606892228126525
total loss: 4.225269422531128 | trans loss: 3.7526498579978944
total loss: 4.23672357082367 | trans loss: 3.7577259588241576
total loss: 4.233342754840851 | trans loss: 3.762349133491516
total loss: 4.239598214626312 | trans loss: 3.743036005496979
total loss: 4.234218437671661 | trans loss: 3.759959990978241
total loss: 4.273636403083802 | trans loss: 3.7652850008010863
total loss: 4.201192660331726 | trans loss: 3.758339350223541
total loss: 4.248684630393982 | trans loss: 3.759567563533783
total loss: 4.224412546157837 | trans loss: 3.760111224651337
total loss: 4.227904372215271 | trans loss: 3.7558873009681704
total loss: 4.191514430046081 | trans loss: 3.7503878831863404
total loss: 4.252275230884552 | trans loss: 3.756680781841278
total loss: 4.256721658706665 | trans loss: 3.7476947355270385
total loss: 4.230690507888794 | trans loss: 3.7594496989250183
total loss: 4.227469539642334 | trans loss: 3.7519807243347167
total loss: 4.2074496150016785 | trans loss: 3.7419065690040587
total loss: 4.223470907211304 | trans loss: 3.757976326942444
total loss: 4.23096453666687 | trans loss: 3.751876530647278
total loss: 4.201267490386963 | trans loss: 3.7438903307914733
total loss: 4.20578161239624 | trans loss: 3.74560889005661
total loss: 4.192649385929108 | trans loss: 3.7441296315193178
total loss: 4.186898031234741 | trans loss: 3.740265169143677
total loss: 4.2173091340065 | trans loss: 3.7513138270378112
total loss: 4.1972598195075985 | trans loss: 3.757501859664917
total loss: 4.225864961147308 | trans loss: 3.743824989795685
total loss: 4.216709318161011 | trans loss: 3.7466877031326296
total loss: 4.185530416965484 | trans loss: 3.749391028881073
total loss: 4.193702180385589 | trans loss: 3.736613118648529
total loss: 4.174733889102936 | trans loss: 3.7360965752601625
total loss: 4.228791658878326 | trans loss: 3.7450565671920777
total loss: 4.20108950138092 | trans loss: 3.7405772900581358
total loss: 4.211692481040955 | trans loss: 3.7483370971679686
total loss: 4.185664393901825 | trans loss: 3.7427668976783752
total loss: 4.214422416687012 | trans loss: 3.7519756865501406
total loss: 4.213613710403442 | trans loss: 3.7499785137176516
total loss: 4.186692237854004 | trans loss: 3.737540457248688
total loss: 4.21083297252655 | trans loss: 3.747170581817627
total loss: 4.221548945903778 | trans loss: 3.738653290271759
total loss: 4.187741396427154 | trans loss: 3.7415180349349977
total loss: 4.195109663009643 | trans loss: 3.742789423465729
total loss: 4.190629711151123 | trans loss: 3.7417951941490175
total loss: 4.212004408836365 | trans loss: 3.7492204689979554
total loss: 4.194912006855011 | trans loss: 3.7377781796455385
total loss: 4.196530075073242 | trans loss: 3.736412510871887
total loss: 4.171552169322967 | trans loss: 3.741439185142517
total loss: 4.197736256122589 | trans loss: 3.743012795448303
total loss: 4.1468880128860475 | trans loss: 3.7427723670005797
total loss: 4.177632412910461 | trans loss: 3.740108730792999
total loss: 4.1740904760360715 | trans loss: 3.7320237374305725
total loss: 4.1814576578140255 | trans loss: 3.7349182987213134
total loss: 4.173273289203644 | trans loss: 3.734527413845062
total loss: 4.185920963287353 | trans loss: 3.740791440010071
total loss: 4.232335677146912 | trans loss: 3.7290773153305055
total loss: 4.176791880130768 | trans loss: 3.7341964530944822
total loss: 4.185021181106567 | trans loss: 3.727174525260925
total loss: 4.183256146907806 | trans loss: 3.7378935170173646
total loss: 4.209026792049408 | trans loss: 3.744988515377045
total loss: 4.162849543094635 | trans loss: 3.725262942314148
total loss: 4.164886662960052 | trans loss: 3.730765533447266
total loss: 4.174265880584716 | trans loss: 3.7304925179481505
total loss: 4.141105380058288 | trans loss: 3.728818359375
total loss: 4.190112371444702 | trans loss: 3.7379621696472167
total loss: 4.182978496551514 | trans loss: 3.7373887705802917
total loss: 4.16549017906189 | trans loss: 3.7333800077438353
total loss: 4.170829150676727 | trans loss: 3.7278034234046937
total loss: 4.142277290821076 | trans loss: 3.7242910623550416
total loss: 4.1613236784935 | trans loss: 3.7266298055648805
total loss: 4.169101049900055 | trans loss: 3.7343723130226136
total loss: 4.178346617221832 | trans loss: 3.7278315258026122
total loss: 4.176097440719604 | trans loss: 3.735475039482117
total loss: 4.166146628856659 | trans loss: 3.7243781042099
total loss: 4.139043810367585 | trans loss: 3.7321210074424744
total loss: 4.116330811977386 | trans loss: 3.7252512264251707
total loss: 4.158435628414154 | trans loss: 3.7243245887756347
total loss: 4.184490535259247 | trans loss: 3.7407090163230894
total loss: 4.16308093547821 | trans loss: 3.7335794258117674
total loss: 4.123462138175964 | trans loss: 3.7225927996635435
total loss: 4.195236797332764 | trans loss: 3.728314700126648
total loss: 4.160670073032379 | trans loss: 3.729443392753601
total loss: 4.131899099349976 | trans loss: 3.7249220061302184
total loss: 4.175341272354126 | trans loss: 3.7179762387275694
total loss: 4.163154578208923 | trans loss: 3.7324551796913146
total loss: 4.172529296875 | trans loss: 3.726073589324951
total loss: 4.150093786716461 | trans loss: 3.731608626842499
total loss: 4.142536904811859 | trans loss: 3.733103942871094
total loss: 4.173174180984497 | trans loss: 3.7302342438697815
total loss: 4.195382418632508 | trans loss: 3.7363328909873963
total loss: 4.128697497844696 | trans loss: 3.718361396789551
total loss: 4.15530454158783 | trans loss: 3.7244744515419006
total loss: 4.156923496723175 | trans loss: 3.7258191537857055
total loss: 4.154685502052307 | trans loss: 3.727587790489197
total loss: 4.104904716014862 | trans loss: 3.720662729740143
total loss: 4.145240416526795 | trans loss: 3.7215398168563842
total loss: 4.152163877487182 | trans loss: 3.721880626678467
total loss: 4.163019917011261 | trans loss: 3.728628933429718
{'collision_loss': np.float64(2.8221898085643984e-11),
 'grip_loss': np.float64(0.00018812546868031893),
 'lr': np.float64(0.0003671483836575955),
 'rot_loss_x': np.float64(0.0),
 'rot_loss_y': np.float64(5.6606691176210975e-06),
 'rot_loss_z': np.float64(0.4506794667874279),
 'total_loss': np.float64(4.191263850042626),
 'trans_loss': np.float64(3.7403906235780835)}
Rank [0], Epoch [5]: Training on train dataset
 11%|█         | 1101/10208 [20:36<2:50:25,  1.12s/it]
total loss: 4.185638155937195 | trans loss: 3.729247283935547
total loss: 4.161259138584137 | trans loss: 3.7371517062187194
total loss: 4.145228459835052 | trans loss: 3.72007493019104
total loss: 4.132599856853485 | trans loss: 3.722324934005737
total loss: 4.124651598930359 | trans loss: 3.7203839802742005
total loss: 4.144026470184326 | trans loss: 3.7214968681335447
total loss: 4.149892268180847 | trans loss: 3.7179100584983824
total loss: 4.1269709944725035 | trans loss: 3.7195251297950747
total loss: 4.158802781105042 | trans loss: 3.7153968024253845
total loss: 4.103928005695343 | trans loss: 3.7292073583602905
total loss: 4.160779361724853 | trans loss: 3.7248079204559326
Traceback (most recent call last):
  File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/train.py", line 437, in <module>
    experiment(cmd_args, devices, local_rank, rank, world_size)  # Adjust your experiment function to accept the local rank
  File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/train.py", line 373, in experiment
    out = train(agent, train_dataset, TRAINING_ITERATIONS, log_iter, rank, node_rank, ifwandb=exp_cfg.wandb)
  File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/train.py", line 85, in train
    raw_batch = next(data_iter)
  File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 732, in __next__
    data = self._next_data()
  File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 1506, in _next_data
    return self._process_data(data, worker_id)
  File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 1541, in _process_data
    data.reraise()
  File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/_utils.py", line 769, in reraise
    raise exception
FileNotFoundError: Caught FileNotFoundError in DataLoader worker process 1.
Original Traceback (most recent call last):
  File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/_utils/worker.py", line 349, in _worker_loop
    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]
  File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/_utils/fetch.py", line 42, in fetch
    data = next(self.dataset_iter)
  File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/libs/YARR/yarr/replay_buffer/wrappers/pytorch_replay_buffer.py", line 30, in _generator
    yield self._replay_buffer.sample_transition_batch(pack_in_dict=True, distribution_mode = self._sample_distribution_mode)
  File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/libs/YARR/yarr/replay_buffer/uniform_replay_buffer_temporal.py", line 935, in sample_transition_batch
    store = self._get_from_disk(
  File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/libs/YARR/yarr/replay_buffer/uniform_replay_buffer_temporal.py", line 477, in _get_from_disk
    with open(join(task_replay_storage_folder, '%d.replay' % task_index), 'rb') as f:
FileNotFoundError: [Errno 2] No such file or directory: '/nfs/turbo/coe-chaijy-unreplicated/hongzefu/dataset_generate/sam2act/test_buffer/VideoPlaceOrder/176.replay'

[rank0]: Traceback (most recent call last):
[rank0]:   File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/train.py", line 437, in <module>
[rank0]:     experiment(cmd_args, devices, local_rank, rank, world_size)  # Adjust your experiment function to accept the local rank
[rank0]:   File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/train.py", line 373, in experiment
[rank0]:     out = train(agent, train_dataset, TRAINING_ITERATIONS, log_iter, rank, node_rank, ifwandb=exp_cfg.wandb)
[rank0]:   File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/train.py", line 85, in train
[rank0]:     raw_batch = next(data_iter)
[rank0]:   File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 732, in __next__
[rank0]:     data = self._next_data()
[rank0]:   File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 1506, in _next_data
[rank0]:     return self._process_data(data, worker_id)
[rank0]:   File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 1541, in _process_data
[rank0]:     data.reraise()
[rank0]:   File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/_utils.py", line 769, in reraise
[rank0]:     raise exception
[rank0]: FileNotFoundError: Caught FileNotFoundError in DataLoader worker process 1.
[rank0]: Original Traceback (most recent call last):
[rank0]:   File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/_utils/worker.py", line 349, in _worker_loop
[rank0]:     data = fetcher.fetch(index)  # type: ignore[possibly-undefined]
[rank0]:   File "/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/_utils/fetch.py", line 42, in fetch
[rank0]:     data = next(self.dataset_iter)
[rank0]:   File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/libs/YARR/yarr/replay_buffer/wrappers/pytorch_replay_buffer.py", line 30, in _generator
[rank0]:     yield self._replay_buffer.sample_transition_batch(pack_in_dict=True, distribution_mode = self._sample_distribution_mode)
[rank0]:   File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/libs/YARR/yarr/replay_buffer/uniform_replay_buffer_temporal.py", line 935, in sample_transition_batch
[rank0]:     store = self._get_from_disk(
[rank0]:   File "/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/libs/YARR/yarr/replay_buffer/uniform_replay_buffer_temporal.py", line 477, in _get_from_disk
[rank0]:     with open(join(task_replay_storage_folder, '%d.replay' % task_index), 'rb') as f:
[rank0]: FileNotFoundError: [Errno 2] No such file or directory: '/nfs/turbo/coe-chaijy-unreplicated/hongzefu/dataset_generate/sam2act/test_buffer/VideoPlaceOrder/176.replay'
