Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/16666 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [36, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [36, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 19%|█▉        | 3199/16666 [59:18<4:12:00,  1.12s/it]
total loss: 25.127712745666503 | trans loss: 10.802934856414796
total loss: 4.690516057014466 | trans loss: 4.092368845939636
total loss: 4.745845532417297 | trans loss: 4.091124467849731
total loss: 4.777688665390015 | trans loss: 4.108236203193664
total loss: 4.795901808738709 | trans loss: 4.088524012565613
total loss: 4.759733724594116 | trans loss: 4.067558124065399
total loss: 4.72618067741394 | trans loss: 4.102224020957947
total loss: 4.76025083065033 | trans loss: 4.093013374805451
total loss: 4.772470579147339 | trans loss: 4.1022611069679265
total loss: 4.72545325756073 | trans loss: 4.1057496881484985
total loss: 4.734874124526978 | trans loss: 4.1157526731491085
total loss: 4.721971478462219 | trans loss: 4.109211843013764
total loss: 4.709881904125214 | trans loss: 4.072705988883972
total loss: 4.790947041511536 | trans loss: 4.110214664936065
total loss: 4.719953780174255 | trans loss: 4.070174109935761
total loss: 4.685288174152374 | trans loss: 4.062839097976685
total loss: 4.819540157318115 | trans loss: 4.132279486656189
total loss: 4.739792799949646 | trans loss: 4.095610139369964
total loss: 4.701709089279174 | trans loss: 4.065855023860931
total loss: 4.754766666889191 | trans loss: 4.08584034204483
total loss: 4.77758927822113 | trans loss: 4.103094987869262
total loss: 4.786277575492859 | trans loss: 4.10594518661499
total loss: 4.78150055885315 | trans loss: 4.10776683807373
total loss: 4.73992478609085 | trans loss: 4.084023864269256
total loss: 4.779935927391052 | trans loss: 4.108563117980957
total loss: 4.713477115631104 | trans loss: 4.08553242444992
total loss: 4.6925703811645505 | trans loss: 4.090929687023163
total loss: 4.6990414905548095 | trans loss: 4.070448997020722
total loss: 4.679365119934082 | trans loss: 4.070855836868287
total loss: 4.710773723125458 | trans loss: 4.091917066574097
total loss: 4.683522305488586 | trans loss: 4.068309586048127
total loss: 4.688589248657227 | trans loss: 4.082668595314026
total loss: 4.694007823467254 | trans loss: 4.072208147048951
total loss: 4.697676815986633 | trans loss: 4.070081927776337
total loss: 4.7619731855392455 | trans loss: 4.086292085647583
total loss: 4.72876965045929 | trans loss: 4.0882554173469545
total loss: 4.717702243328095 | trans loss: 4.082514865398407
total loss: 4.766907029151916 | trans loss: 4.090972464084626
total loss: 4.705848202705384 | trans loss: 4.082734270095825
total loss: 4.731544973850251 | trans loss: 4.054608616828919
total loss: 4.721712493896485 | trans loss: 4.073495345115662
total loss: 4.668946707248688 | trans loss: 4.050461893081665
total loss: 4.670381870269775 | trans loss: 4.0780490899086
total loss: 4.646048974990845 | trans loss: 4.036397445201874
total loss: 4.740014324188232 | trans loss: 4.036319983005524
total loss: 4.665137066841125 | trans loss: 4.0598804378509525
total loss: 4.66625839471817 | trans loss: 4.065535593032837
total loss: 4.6832421779632565 | trans loss: 4.063470923900605
total loss: 4.769187359809876 | trans loss: 4.093282542228699
total loss: 4.674144911766052 | trans loss: 4.07600641489029
total loss: 4.709610888957977 | trans loss: 4.077176730632782
total loss: 4.721326069831848 | trans loss: 4.091074547767639
total loss: 4.634073641300201 | trans loss: 4.0525472497940065
total loss: 4.6908924508094785 | trans loss: 4.066218326091766
total loss: 4.637717761993408 | trans loss: 4.055640048980713
total loss: 4.6984821224212645 | trans loss: 4.078275616168976
total loss: 4.744941711425781 | trans loss: 4.086564590930939
total loss: 4.664272742271423 | trans loss: 4.0742073512077335
total loss: 4.769003040790558 | trans loss: 4.089209001064301
total loss: 4.702421834468842 | trans loss: 4.065635046958923
total loss: 4.662488944530487 | trans loss: 4.032038567066192
total loss: 4.648582577705383 | trans loss: 4.064181036949158
total loss: 4.734271054267883 | trans loss: 4.062277550697327
total loss: 4.7394562387466435 | trans loss: 4.08678403377533
total loss: 4.75482705116272 | trans loss: 4.070158333778381
total loss: 4.624457876682282 | trans loss: 4.041701242923737
total loss: 4.650647397041321 | trans loss: 4.061541602611542
total loss: 4.70943920135498 | trans loss: 4.074838814735412
total loss: 4.730974607467651 | trans loss: 4.081395654678345
total loss: 4.761953325271606 | trans loss: 4.073653099536895
total loss: 4.666272656917572 | trans loss: 4.0658402705192564
total loss: 4.622179303169251 | trans loss: 4.034974448680877
{'collision_loss': np.float64(6.079917278196132e-11),
 'grip_loss': np.float64(0.00139880647193253),
 'lr': np.float64(0.0005198807784265845),
 'rot_loss_x': np.float64(0.0032058355544717014),
 'rot_loss_y': np.float64(0.005833281836113542),
 'rot_loss_z': np.float64(0.6532235818736359),
 'total_loss': np.float64(4.767206671829342),
 'trans_loss': np.float64(4.1035452166425355)}
Rank [0], Epoch [3]: Training on train dataset
 19%|█▉        | 3199/16666 [59:38<4:08:41,  1.11s/it]
total loss: 4.66363673210144 | trans loss: 4.0708327460289
total loss: 4.6450412511825565 | trans loss: 4.0565532159805295
total loss: 4.758909113407135 | trans loss: 4.097463026046753
total loss: 4.663472447395325 | trans loss: 4.0612281322479244
total loss: 4.625056915283203 | trans loss: 4.057727732658386
total loss: 4.633359017372132 | trans loss: 4.006810328960419
total loss: 4.720627164840698 | trans loss: 4.086637840270996
total loss: 4.631065845489502 | trans loss: 4.032500977516174
total loss: 4.643668603897095 | trans loss: 4.039616639614105
total loss: 4.652364444732666 | trans loss: 4.048191792964936
total loss: 4.703863334655762 | trans loss: 4.078604505062104
total loss: 4.677554922103882 | trans loss: 4.049713513851166
total loss: 4.638869969844818 | trans loss: 4.041036608219147
total loss: 4.661393833160401 | trans loss: 4.05011846780777
total loss: 4.708005871772766 | trans loss: 4.084944760799408
total loss: 4.67239248752594 | trans loss: 4.061766440868378
total loss: 4.642948083877563 | trans loss: 4.069268922805787
total loss: 4.6447650337219235 | trans loss: 4.063144407272339
total loss: 4.656982703208923 | trans loss: 4.049559073448181
total loss: 4.643989057540893 | trans loss: 4.034565334320068
total loss: 4.606247079372406 | trans loss: 4.027525556087494
total loss: 4.68107449054718 | trans loss: 4.083571372032165
total loss: 4.705539326667786 | trans loss: 4.063157143592835
total loss: 4.670478429794311 | trans loss: 4.045812675952911
total loss: 4.629062342643738 | trans loss: 4.038550741672516
total loss: 4.730275273323059 | trans loss: 4.06872953414917
total loss: 4.649696235656738 | trans loss: 4.044406623840332
total loss: 4.686309299468994 | trans loss: 4.066314899921418
total loss: 4.6534802842140195 | trans loss: 4.055629532337189
total loss: 4.7001944303512575 | trans loss: 4.068178644180298
total loss: 4.599748911857605 | trans loss: 4.022785499095916
total loss: 4.639752745628357 | trans loss: 4.03646422624588
total loss: 4.6472919344902035 | trans loss: 4.0422646737098695
total loss: 4.666122226715088 | trans loss: 4.07134439945221
total loss: 4.630231063365937 | trans loss: 4.052555203437805
total loss: 4.6387551975250245 | trans loss: 4.047881808280945
total loss: 4.665428564548493 | trans loss: 4.052464506626129
total loss: 4.662492513656616 | trans loss: 4.0473504066467285
total loss: 4.623136386871338 | trans loss: 4.034966454505921
total loss: 4.685318455696106 | trans loss: 4.071201016902924
total loss: 4.583509292602539 | trans loss: 4.018602855205536
total loss: 4.638946285247803 | trans loss: 4.042716450691223
total loss: 4.635369508266449 | trans loss: 4.043843350410461
total loss: 4.595444221496582 | trans loss: 4.045339257717132
total loss: 4.682313551902771 | trans loss: 4.043557374477387
total loss: 4.625844185352325 | trans loss: 4.040581398010254
total loss: 4.627220540046692 | trans loss: 4.052012014389038
total loss: 4.64168446302414 | trans loss: 4.03189590215683
total loss: 4.648999471664428 | trans loss: 4.052332544326783
total loss: 4.687710309028626 | trans loss: 4.0531215929985045
total loss: 4.6314751696586605 | trans loss: 4.037840330600739
total loss: 4.59724796295166 | trans loss: 4.02239227771759
total loss: 4.659481210708618 | trans loss: 4.022244291305542
total loss: 4.662861742973328 | trans loss: 4.032645006179809
total loss: 4.642462203502655 | trans loss: 4.01952127456665
total loss: 4.6012022590637205 | trans loss: 4.003693392276764
total loss: 4.6188297986984255 | trans loss: 4.044929022789002
total loss: 4.5515327501297 | trans loss: 4.005038712024689
total loss: 4.637856464385987 | trans loss: 4.053954694271088
total loss: 4.624133863449097 | trans loss: 4.059622256755829
total loss: 4.63996563911438 | trans loss: 4.048230242729187
total loss: 4.610119490623474 | trans loss: 4.029623684883117
total loss: 4.654010558128357 | trans loss: 4.064410226345062
total loss: 4.639601426124573 | trans loss: 4.024837951660157
total loss: 4.717770309448242 | trans loss: 4.083537933826446
total loss: 4.572516663074493 | trans loss: 4.02295134305954
total loss: 4.65737862110138 | trans loss: 4.057943646907806
total loss: 4.640785355567932 | trans loss: 4.042297191619873
total loss: 4.6488119721412655 | trans loss: 4.034381790161133
total loss: 4.583400962352752 | trans loss: 4.013268456459046
total loss: 4.613391971588134 | trans loss: 4.034412021636963
total loss: 4.592539079189301 | trans loss: 4.014427375793457
total loss: 4.67904043674469 | trans loss: 4.073413064479828
total loss: 4.579570145606994 | trans loss: 4.014622886180877
total loss: 4.599590015411377 | trans loss: 4.009266028404236
total loss: 4.6054698801040646 | trans loss: 4.053272438049317
total loss: 4.647616684436798 | trans loss: 4.039247810840607
total loss: 4.650259537696838 | trans loss: 4.045202615261078
total loss: 4.642923908233643 | trans loss: 4.045885486602783
total loss: 4.662911570072174 | trans loss: 4.035174388885498
total loss: 4.6676227521896365 | trans loss: 4.0305576062202455
total loss: 4.581584119796753 | trans loss: 4.0167580366134645
total loss: 4.627466886043549 | trans loss: 4.045063202381134
total loss: 4.5967465686798095 | trans loss: 4.0248912525177
total loss: 4.571388487815857 | trans loss: 4.022979271411896
total loss: 4.633250834941864 | trans loss: 4.014548416137695
total loss: 4.587787303924561 | trans loss: 4.019369773864746
total loss: 4.58983678817749 | trans loss: 4.002326455116272
total loss: 4.582000641822815 | trans loss: 4.0095639276504516
total loss: 4.594837059974671 | trans loss: 4.032333824634552
total loss: 4.5525154519081115 | trans loss: 3.9972831845283507
total loss: 4.580193157196045 | trans loss: 4.0075906872749325
total loss: 4.645486669540405 | trans loss: 4.027061853408814
total loss: 4.632190632820129 | trans loss: 4.024409053325653
total loss: 4.604035191535949 | trans loss: 4.030799078941345
total loss: 4.650169243812561 | trans loss: 4.041502947807312
total loss: 4.60109249830246 | trans loss: 4.023893849849701
total loss: 4.6752962350845335 | trans loss: 4.037716009616852
total loss: 4.6387709045410155 | trans loss: 4.0315173768997195
total loss: 4.55274747133255 | trans loss: 4.0216187000274655
total loss: 4.645684072971344 | trans loss: 4.052529881000519
total loss: 4.623473777770996 | trans loss: 4.034210658073425
total loss: 4.598001053333283 | trans loss: 4.021160032749176
total loss: 4.566227724552155 | trans loss: 4.00509978055954
total loss: 4.665496854782105 | trans loss: 4.037693159580231
total loss: 4.628731894493103 | trans loss: 4.039535658359528
total loss: 4.59541422367096 | trans loss: 4.006946179866791
total loss: 4.54707273721695 | trans loss: 4.01556182384491
total loss: 4.599268131256103 | trans loss: 4.0196497344970705
total loss: 4.571297092437744 | trans loss: 3.995456190109253
total loss: 4.527437081336975 | trans loss: 4.001875357627869
total loss: 4.618421421051026 | trans loss: 4.032625234127044
total loss: 4.581395840644836 | trans loss: 4.025431971549988
total loss: 4.621379113197326 | trans loss: 4.036282591819763
total loss: 4.5645955729484555 | trans loss: 4.039322848320007
total loss: 4.553454718589783 | trans loss: 3.9949787306785582
total loss: 4.602021310329437 | trans loss: 3.9938700199127197
total loss: 4.504817271232605 | trans loss: 3.9955699849128723
total loss: 4.587587003707886 | trans loss: 4.026871361732483
total loss: 4.667707805633545 | trans loss: 4.060642862319947
total loss: 4.5909579825401305 | trans loss: 4.018350603580475
total loss: 4.571327736377716 | trans loss: 3.9982595109939574
total loss: 4.573173346519471 | trans loss: 4.0184015774726864
total loss: 4.52592716217041 | trans loss: 3.994783515930176
total loss: 4.554382190704346 | trans loss: 4.008321926593781
total loss: 4.5513392925262455 | trans loss: 4.0237103986740115
total loss: 4.589780066013336 | trans loss: 3.992497239112854
total loss: 4.6298285007476805 | trans loss: 4.023306677341461
total loss: 4.547071061134338 | trans loss: 3.9904794239997865
total loss: 4.541258029937744 | trans loss: 3.996420753002167
total loss: 4.518110976219178 | trans loss: 3.993692789077759
total loss: 4.538118762969971 | trans loss: 4.002561163902283
total loss: 4.5947339987754825 | trans loss: 4.005565881729126
total loss: 4.536381764411926 | trans loss: 3.982972807884216
total loss: 4.5944036817550655 | trans loss: 4.011531894207001
total loss: 4.5943709659576415 | trans loss: 4.021176862716675
total loss: 4.605767970085144 | trans loss: 4.012630689144134
total loss: 4.591640005111694 | trans loss: 4.024259119033814
total loss: 4.549862213134766 | trans loss: 4.009429264068603
total loss: 4.5287696385383605 | trans loss: 3.9768403720855714
total loss: 4.574315338134766 | trans loss: 4.002656610012054
total loss: 4.558258812427521 | trans loss: 3.998687970638275
total loss: 4.557660441398621 | trans loss: 4.009597473144531
total loss: 4.573773791790009 | trans loss: 4.005575428009033
total loss: 4.495372576713562 | trans loss: 3.9770326042175292
total loss: 4.534081983566284 | trans loss: 3.988953709602356
total loss: 4.584173302650452 | trans loss: 4.014006021022797
total loss: 4.56628758430481 | trans loss: 4.0228406524658205
total loss: 4.584216668605804 | trans loss: 3.9914789366722108
total loss: 4.525011687278748 | trans loss: 3.9841429495811465
total loss: 4.5592688155174255 | trans loss: 3.982081427574158
total loss: 4.586407680511474 | trans loss: 4.010836701393128
total loss: 4.545557107925415 | trans loss: 4.009760434627533
total loss: 4.609383172988892 | trans loss: 4.0311485552787785
total loss: 4.519539992809296 | trans loss: 3.9920322847366334
total loss: 4.588061528205872 | trans loss: 3.9990687203407287
total loss: 4.551625010967254 | trans loss: 3.997486023902893
total loss: 4.5726773858070375 | trans loss: 3.9997559189796448
total loss: 4.564898681640625 | trans loss: 4.004338932037354
total loss: 4.566187374591827 | trans loss: 4.00629168510437
total loss: 4.573164393901825 | trans loss: 4.013052682876587
total loss: 4.574870984554291 | trans loss: 3.9963829207420347
total loss: 4.515104959011078 | trans loss: 3.9943803358078003
total loss: 4.5012175607681275 | trans loss: 3.9819069361686705
total loss: 4.564016318321228 | trans loss: 3.9886864280700682
total loss: 4.457747871875763 | trans loss: 3.9742879462242127
{'collision_loss': np.float64(1.1444550017458202e-09),
 'grip_loss': np.float64(0.0009312840480558189),
 'lr': np.float64(0.00044711686660840137),
 'rot_loss_x': np.float64(0.0031441153502844124),
 'rot_loss_y': np.float64(0.004571845334779149),
 'rot_loss_z': np.float64(0.5742190025000692),
 'total_loss': np.float64(4.6108954378812665),
 'trans_loss': np.float64(4.028029245058772)}
Rank [0], Epoch [4]: Training on train dataset
 19%|█▉        | 3199/16666 [59:09<4:06:22,  1.10s/it]
total loss: 4.554187419414521 | trans loss: 3.9920544266700744
total loss: 4.553951072692871 | trans loss: 4.011629507541657
total loss: 4.525833902359008 | trans loss: 3.974397976398468
total loss: 4.532385010719299 | trans loss: 4.00722582578659
total loss: 4.503612713813782 | trans loss: 3.9775784850120544
total loss: 4.520776109695435 | trans loss: 3.9878620862960816
total loss: 4.501395695209503 | trans loss: 3.961543595790863
total loss: 4.523650012016296 | trans loss: 3.982025008201599
total loss: 4.549410021305084 | trans loss: 3.9913072514534
total loss: 4.57071656703949 | trans loss: 3.975689272880554
total loss: 4.516182277202606 | trans loss: 3.999905278682709
total loss: 4.521389536857605 | trans loss: 3.984612054824829
total loss: 4.486242597103119 | trans loss: 3.9762229990959166
total loss: 4.518182361125946 | trans loss: 3.978068826198578
total loss: 4.494301731586456 | trans loss: 3.9831705474853516
total loss: 4.529217083454132 | trans loss: 3.9789369893074036
total loss: 4.533604454994202 | trans loss: 3.984195885658264
total loss: 4.499265747070313 | trans loss: 3.9717445087432863
total loss: 4.522725605964661 | trans loss: 4.000240702629089
total loss: 4.610260608196259 | trans loss: 4.04140059709549
total loss: 4.506244728565216 | trans loss: 3.968828885555267
total loss: 4.5101158237457275 | trans loss: 3.9796320843696593
total loss: 4.460975728034973 | trans loss: 3.9693181133270263
total loss: 4.512174108028412 | trans loss: 3.9668161392211916
total loss: 4.477822110652924 | trans loss: 3.956333405971527
total loss: 4.460965094566345 | trans loss: 3.945271601676941
total loss: 4.49366938829422 | trans loss: 3.975968201160431
total loss: 4.543292696475983 | trans loss: 3.982363152503967
total loss: 4.5319660902023315 | trans loss: 3.99994140625
total loss: 4.484184153079987 | trans loss: 3.979809277057648
total loss: 4.526376004219055 | trans loss: 3.9891558575630186
total loss: 4.540982196331024 | trans loss: 3.998171670436859
total loss: 4.538254649639129 | trans loss: 3.987389702796936
total loss: 4.585578470230103 | trans loss: 3.999699604511261
total loss: 4.48814309835434 | trans loss: 3.9869491386413576
total loss: 4.544611625671386 | trans loss: 3.971381688117981
total loss: 4.5315823245048525 | trans loss: 4.007323296070099
total loss: 4.509583790302276 | trans loss: 3.945831067562103
total loss: 4.515956480503082 | trans loss: 3.9860031032562255
total loss: 4.517706143856048 | trans loss: 3.9937686681747437
total loss: 4.512721881866455 | trans loss: 3.981467671394348
total loss: 4.477394542694092 | trans loss: 3.970857734680176
total loss: 4.52727349281311 | trans loss: 3.9942831993103027
total loss: 4.449601690769196 | trans loss: 3.9634373068809508
total loss: 4.550589175224304 | trans loss: 4.007129831314087
total loss: 4.577624604701996 | trans loss: 4.006197600364685
total loss: 4.516225085258484 | trans loss: 3.958715572357178
total loss: 4.484752006530762 | trans loss: 3.9557678270339967
total loss: 4.470586898326874 | trans loss: 3.961486532688141
total loss: 4.483019697666168 | trans loss: 3.9979726576805117
total loss: 4.4735451865196225 | trans loss: 3.9816798162460327
total loss: 4.552704384326935 | trans loss: 4.004088509082794
total loss: 4.511579117774963 | trans loss: 3.980516948699951
total loss: 4.531775689125061 | trans loss: 3.973972542285919
total loss: 4.525944702625274 | trans loss: 3.9848658537864683
total loss: 4.460406749248505 | trans loss: 3.9509081935882566
total loss: 4.503401627540589 | trans loss: 3.97575457572937
total loss: 4.544019303321838 | trans loss: 3.9806438374519346
total loss: 4.475188331604004 | trans loss: 3.974633963108063
total loss: 4.560222644805908 | trans loss: 4.014447524547577
total loss: 4.525281810760498 | trans loss: 3.9813633584976196
total loss: 4.508120522499085 | trans loss: 3.9634118819236757
total loss: 4.514943642616272 | trans loss: 3.967942168712616
total loss: 4.488977861404419 | trans loss: 3.956320939064026
total loss: 4.564731764793396 | trans loss: 3.9884899497032165
total loss: 4.481285338401794 | trans loss: 3.9536553382873536
total loss: 4.518906350135803 | trans loss: 3.9773423743247984
total loss: 4.4517615389823915 | trans loss: 3.9662077975273133
total loss: 4.504971730709076 | trans loss: 3.9622738671302797
total loss: 4.450944168567657 | trans loss: 3.9587167501449585
total loss: 4.4255102920532225 | trans loss: 3.9276422166824343
total loss: 4.517626044750213 | trans loss: 3.995872764587402
total loss: 4.462282929420471 | trans loss: 3.9598402905464174
total loss: 4.447757284641266 | trans loss: 3.9751336669921873
total loss: 4.464338729381561 | trans loss: 3.959670240879059
total loss: 4.510122263431549 | trans loss: 3.9420556735992434
total loss: 4.461704204082489 | trans loss: 3.954964179992676
total loss: 4.520845873355865 | trans loss: 3.994860980510712
total loss: 4.480285139083862 | trans loss: 3.974715964794159
total loss: 4.4790640997886655 | trans loss: 3.9534195351600645
total loss: 4.497072730064392 | trans loss: 3.9615584588050843
total loss: 4.505975687503815 | trans loss: 3.965400125980377
total loss: 4.562168221473694 | trans loss: 3.993187139034271
total loss: 4.530006461143493 | trans loss: 3.9787949824333193
total loss: 4.465946934223175 | trans loss: 3.954619839191437
total loss: 4.5120978355407715 | trans loss: 3.9623243021965027
total loss: 4.521023643016815 | trans loss: 3.986174695491791
total loss: 4.4523113822937015 | trans loss: 3.941529986858368
total loss: 4.438549559116364 | trans loss: 3.94910046339035
total loss: 4.444530949592591 | trans loss: 3.9722700929641723
total loss: 4.462573938369751 | trans loss: 3.9495882105827333
total loss: 4.4967533349990845 | trans loss: 3.9667889428138734
total loss: 4.476238031387329 | trans loss: 3.9485589504241942
total loss: 4.484438464641571 | trans loss: 3.9760260486602785
total loss: 4.489417672157288 | trans loss: 3.9551859760284422
total loss: 4.458539552688599 | trans loss: 3.958860194683075
total loss: 4.4627416229248045 | trans loss: 3.9600125527381898
total loss: 4.4871193265914915 | trans loss: 3.9649114489555357
total loss: 4.446851301193237 | trans loss: 3.965518107414246
total loss: 4.4897047853469845 | trans loss: 3.94198148727417
total loss: 4.440641367435456 | trans loss: 3.957127630710602
total loss: 4.442325577735901 | trans loss: 3.9378474974632263
total loss: 4.462278172969818 | trans loss: 3.9601774978637696
total loss: 4.471587581634521 | trans loss: 3.978099894523621
total loss: 4.386497292518616 | trans loss: 3.9318333077430725
total loss: 4.4956900811195375 | trans loss: 3.9770050716400145
total loss: 4.440905559062958 | trans loss: 3.946130583286285
total loss: 4.448638241291047 | trans loss: 3.9666585421562193
total loss: 4.462986652851105 | trans loss: 3.9649630522727968
total loss: 4.480462784767151 | trans loss: 3.9695410656929018
total loss: 4.4565772581100465 | trans loss: 3.9592072319984437
total loss: 4.453596980571747 | trans loss: 3.9446572351455687
total loss: 4.435471322536468 | trans loss: 3.948343327045441
total loss: 4.5496609902381895 | trans loss: 3.990957555770874
total loss: 4.417247705459594 | trans loss: 3.9275984597206115
total loss: 4.463242471218109 | trans loss: 3.9582624077796935
total loss: 4.408322067260742 | trans loss: 3.9480741214752197
total loss: 4.48006605386734 | trans loss: 3.939412384033203
total loss: 4.453904402256012 | trans loss: 3.9531880521774294
total loss: 4.419335081577301 | trans loss: 3.9614357209205626
total loss: 4.461230182647705 | trans loss: 3.958640658855438
total loss: 4.430029962062836 | trans loss: 3.946344029903412
total loss: 4.405856442451477 | trans loss: 3.9331500482559205
total loss: 4.501477930545807 | trans loss: 3.9518347191810608
total loss: 4.458910393714905 | trans loss: 3.9432961082458498
total loss: 4.4387527632713315 | trans loss: 3.955538794994354
total loss: 4.489711766242981 | trans loss: 3.9643438410758973
total loss: 4.450851137638092 | trans loss: 3.950703113079071
total loss: 4.504319655895233 | trans loss: 3.972237968444824
total loss: 4.454722409248352 | trans loss: 3.948109059333801
total loss: 4.431441354751587 | trans loss: 3.9432657313346864
total loss: 4.426779940128326 | trans loss: 3.9484758758544922
total loss: 4.450420291423797 | trans loss: 3.9426731181144716
total loss: 4.462932577133179 | trans loss: 3.9311869072914125
total loss: 4.4617102599143985 | trans loss: 3.955527105331421
total loss: 4.485477983951569 | trans loss: 3.9507756853103637
total loss: 4.462998046875 | trans loss: 3.9592432308197023
total loss: 4.471425321102142 | trans loss: 3.961156463623047
total loss: 4.447729375362396 | trans loss: 3.9432430028915406
total loss: 4.421436653137207 | trans loss: 3.931992347240448
total loss: 4.436435797214508 | trans loss: 3.9276579546928407
total loss: 4.424505712985993 | trans loss: 3.942514646053314
total loss: 4.449950611591339 | trans loss: 3.9416085195541384
total loss: 4.484150681495667 | trans loss: 3.976678569316864
total loss: 4.509364187717438 | trans loss: 3.9681378412246704
total loss: 4.435839204788208 | trans loss: 3.9450706171989443
total loss: 4.447566876411438 | trans loss: 3.949963541030884
total loss: 4.4158478617668155 | trans loss: 3.949170479774475
total loss: 4.459678561687469 | trans loss: 3.94722713470459
total loss: 4.41668869972229 | trans loss: 3.95008291721344
total loss: 4.445581402778625 | trans loss: 3.9475918340682985
total loss: 4.479430069923401 | trans loss: 3.963878140449524
total loss: 4.441215267181397 | trans loss: 3.9386869502067565
total loss: 4.4019886302948 | trans loss: 3.9383162379264833
total loss: 4.435957598686218 | trans loss: 3.9476158308982847
total loss: 4.437763082981109 | trans loss: 3.9403367900848387
total loss: 4.462923247814178 | trans loss: 3.9636985945701597
total loss: 4.4765353322029116 | trans loss: 3.9751378083229065
total loss: 4.431905751228332 | trans loss: 3.944376187324524
total loss: 4.418622467517853 | trans loss: 3.931157350540161
total loss: 4.422169981002807 | trans loss: 3.9255864071846007
total loss: 4.413890061378479 | trans loss: 3.9180723071098327
total loss: 4.391026992797851 | trans loss: 3.9000705599784853
total loss: 4.474227705001831 | trans loss: 3.9703870368003846
total loss: 4.468451807498932 | trans loss: 3.9748895931243897
total loss: 4.422806613445282 | trans loss: 3.917657561302185
{'collision_loss': np.float64(5.960703083298078e-13),
 'grip_loss': np.float64(0.00011524498763656502),
 'lr': np.float64(0.0003602457917652956),
 'rot_loss_x': np.float64(0.0026116672886882793),
 'rot_loss_y': np.float64(0.003944535182445701),
 'rot_loss_z': np.float64(0.5109398536795171),
 'total_loss': np.float64(4.482736312426054),
 'trans_loss': np.float64(3.965125054153205)}
Rank [0], Epoch [5]: Training on train dataset
 19%|█▉        | 3199/16666 [59:07<4:18:18,  1.15s/it]
total loss: 4.427469635009766 | trans loss: 3.9413928031921386
total loss: 4.385699534416199 | trans loss: 3.9059255218505857
total loss: 4.42956839799881 | trans loss: 3.912738835811615
total loss: 4.445741946697235 | trans loss: 3.9382334780693053
total loss: 4.396789844036102 | trans loss: 3.915608038902283
total loss: 4.522444410324097 | trans loss: 3.9887126111984252
total loss: 4.385634393692016 | trans loss: 3.9253583574295043
total loss: 4.405767803192139 | trans loss: 3.9304927682876585
total loss: 4.3974934411048885 | trans loss: 3.9129850268363953
total loss: 4.429368607997894 | trans loss: 3.9467728877067567
total loss: 4.425543360710144 | trans loss: 3.948043794631958
total loss: 4.42277182340622 | trans loss: 3.9223129320144654
total loss: 4.410655066967011 | trans loss: 3.928645865917206
total loss: 4.433021020889282 | trans loss: 3.9178763699531554
total loss: 4.461784212589264 | trans loss: 3.9544341468811037
total loss: 4.394527094364166 | trans loss: 3.9249327182769775
total loss: 4.438783886432648 | trans loss: 3.923360390663147
total loss: 4.396871364116668 | trans loss: 3.9403349947929383
total loss: 4.4203835654258725 | trans loss: 3.9319883036613463
total loss: 4.412241506576538 | trans loss: 3.9292685198783874
total loss: 4.4246830558776855 | trans loss: 3.9504673504829406
total loss: 4.415460345745086 | trans loss: 3.9176808190345764
total loss: 4.451646077632904 | trans loss: 3.934203543663025
total loss: 4.402053697109222 | trans loss: 3.9299613308906554
total loss: 4.44647632598877 | trans loss: 3.9549389910697936
total loss: 4.438808450698852 | trans loss: 3.92182802438736
total loss: 4.369560406208039 | trans loss: 3.919462249279022
total loss: 4.438873734474182 | trans loss: 3.9116557168960573
total loss: 4.405669994354248 | trans loss: 3.9260508489608763
total loss: 4.398083684444427 | trans loss: 3.916594588756561
total loss: 4.382410242557525 | trans loss: 3.9066264629364014
total loss: 4.384207780361176 | trans loss: 3.9282260966300964
total loss: 4.377505550384521 | trans loss: 3.8970408701896666
total loss: 4.403396308422089 | trans loss: 3.9327977204322817
total loss: 4.3899340200424195 | trans loss: 3.9387240195274353
total loss: 4.412899055480957 | trans loss: 3.949423820972443
